title,people,genre,release_date
The Young and Prodigious T.S. Spivet,"actor: Amber Goldfarb, actor: Ana Alarcon, actor: Andrew Simms, actor: Anne-Sophie Bozon, actor: Callum Keith Rennie, actor: Christie Claymore, actor: Dawn Ford, actor: Dominique Pinon, actor: Dylan Kingwell, actor: Eric Davis, actor: Felicia Shulman, actor: Harry Standjofski, actor: Helena Bonham Carter, actor: Jakob Davies, actor: James Bradford, actor: Judy Davis, actor: Julian Richings, actor: Kyle Allatt, actor: Kyle Catlett, actor: Leigh Ann Taylor, actor: Lisa Bronwyn Moore, actor: Mairtin O'Carrigan, actor: Martin Brisebois, actor: Michel Perron, actor: Niamh Wilson, actor: Rebecca Amzallag, actor: Richard Jutras, actor: Rick Mercer, actor: Robert Maillet, actor: Sabrina Reeves, actor: Susan Glover, actor: Sylvia Stewart, actor: Una Kay, actor: Victor Cornfoot, actor: Zachary Amzallag, composer: Denis Sanacore, director: Jean-Pierre Jeunet, director: Thomas Hardmeier, writer: Jean-Pierre Jeunet","{'genres: Family', 'genres: Adventure', 'genres: Drama'}",2013-10-16
1941,"actor: Bobby Di Cicco, actor: Christopher Lee, actor: Dan Aykroyd, actor: David L. Lander, actor: Dianne Kay, actor: Dick Miller, actor: Dub Taylor, actor: Eddie Deezen, actor: Elisha Cook Jr., actor: Frank McRae, actor: Iggie Wolfington, actor: J. Patrick McNamara, actor: Joe Flaherty, actor: John Belushi, actor: John Candy, actor: Jordan Brian, actor: Kerry Sherman, actor: Lionel Stander, actor: Lorraine Gary, actor: Lucille Benson, actor: Michael McKean, actor: Mickey Rourke, actor: Murray Hamilton, actor: Nancy Allen, actor: Ned Beatty, actor: Patti LuPone, actor: Perry Lang, actor: Robert Stack, actor: Slim Pickens, actor: Steven Mond, actor: Susan Backlinie, actor: Tim Matheson, actor: Toshirō Mifune, actor: Treat Williams, actor: Warren Oates, actor: Wendie Jo Sperber, director: Steven Spielberg, director: William A. Fraker, writer: Robert Zemeckis","{'genres: Action', 'genres: Comedy'}",1979-12-13
Dreamer: Inspired By a True Story,"actor: Dakota Fanning, actor: David Morse, actor: Elisabeth Shue, actor: Freddy Rodríguez, actor: Kris Kristofferson, actor: Kurt Russell, actor: Luis Guzmán, composer: John Debney, director: Fred Murphy, director: John Gatins, writer: John Gatins","{'genres: Family', 'genres: Drama'}",2005-09-10
A History of Violence,"actor: Aidan Devine, actor: Ashton Holmes, actor: Bill MacDonald, actor: Deborah Drakeford, actor: Ed Harris, actor: Gerry Quigley, actor: Greg Bryk, actor: Heidi Hayes, actor: Kyle Schmid, actor: Maria Bello, actor: Peter MacNeill, actor: Stephen McHattie, actor: Sumela Kay, actor: Viggo Mortensen, actor: William Hurt, composer: Howard Shore, director: David Cronenberg, director: Peter Suschitzky","{'genres: Thriller', 'genres: Crime', 'genres: Drama'}",2005-09-23
Transporter 2,"actor: Alessandro Gassman, actor: Amber Valletta, actor: François Berléand, actor: Jason Flemyng, actor: Jason Statham, actor: Kate Nauta, actor: Keith David, actor: Matthew Modine, actor: Robert Small, actor: Ron Madoff, composer: Alexandre Azaria, director: Fabrice Bismuth, director: Louis Leterrier, director: Mehdi Sayah, director: Mitchell Amundsen","{'genres: Thriller', 'genres: Crime', 'genres: Action'}",2005-08-02
The Quick and the Dead,"actor: Fay Masterson, actor: Gary Sinise, actor: Gene Hackman, actor: Keith David, actor: Kevin Conway, actor: Lance Henriksen, actor: Leonardo DiCaprio, actor: Mark Boone Junior, actor: Olivia Burnette, actor: Pat Hingle, actor: Raynor Scheine, actor: Roberts Blossom, actor: Russell Crowe, actor: Sharon Stone, actor: Tobin Bell, actor: Woody Strode, director: Dante Spinotti, director: Sam Raimi","{'genres: Western', 'genres: Action'}",1995-02-09
Laws of Attraction,"actor: Annika Pergament, actor: Frances Fisher, actor: Julianne Moore, actor: Michael Sheen, actor: Nora Dunn, actor: Parker Posey, actor: Pierce Brosnan, composer: Ed Shearmur, director: Adrian Biddle, director: Peter Howitt","{'genres: Thriller', 'genres: Romance', 'genres: Action', 'genres: Comedy'}",2004-04-04
Bringing Out the Dead,"actor: Aida Turturro, actor: Arthur J. Nascarella, actor: Cliff Curtis, actor: Craig muMs Grant, actor: Cynthia Roman, actor: John Goodman, actor: Larry Fessenden, actor: Marc Anthony, actor: Martin Scorsese, actor: Mary Beth Hurt, actor: Michael Kenneth Williams, actor: Nestor Serrano, actor: Nicolas Cage, actor: Patricia Arquette, actor: Queen Latifah, actor: Sonja Sohn, actor: Tom Sizemore, actor: Ving Rhames, composer: Elmer Bernstein, director: Christopher Surgent, director: Joseph P. Reidy, director: Martin Scorsese, director: Robert Richardson",{'genres: Drama'},1999-10-22
Repo Men,"actor: Alice Braga, actor: Carice van Houten, actor: Chandler Canterbury, actor: Daniel Lévesque, actor: Forest Whitaker, actor: Joe Pingue, actor: John Leguizamo, actor: Jude Law, actor: Liev Schreiber, actor: Liza Lapira, actor: Max Turnbull, actor: RZA, actor: Tanya Clarke, actor: Tiffany Espensen, actor: Yvette Nicole Brown, director: Enrique Chediak, director: Miguel Sapochnik","{'genres: Thriller', 'genres: Crime', 'genres: Science Fiction', 'genres: Action'}",2010-03-18
Dragon Wars: D-War,"actor: Aimee Garcia, actor: Alexa Sheehan, actor: Amanda Brooks, actor: Billy Gardell, actor: Chris Mulkey, actor: Cody Arens, actor: Craig Anton, actor: Craig Robinson, actor: Dominic Oliver, actor: Elizabeth Peña, actor: Eloy Casados, actor: Geoff Pierson, actor: Holmes Osborne, actor: Jason Behr, actor: Jody Carlson, actor: John Ales, actor: Kevin Breznahan, actor: NiCole Robinson, actor: Patricia Lee, actor: Retta, actor: Ricky Kim, actor: Robert Forster, composer: Steve Jablonsky, director: Hubert Taczanowski, director: Shim Hyung-Rae","{'genres: Horror', 'genres: Thriller', 'genres: Science Fiction', 'genres: Action', 'genres: Fantasy', 'genres: Drama'}",2007-02-08
Bogus,"actor: Andrea Martin, actor: Barbara Hamilton, actor: Denis Mercier, actor: Gérard Depardieu, actor: Haley Joel Osment, actor: Nancy Travis, actor: Sheryl Lee Ralph, actor: Ute Lemper, actor: Whoopi Goldberg, composer: Marc Shaiman, director: David Watkin, director: Norman Jewison","{'genres: Family', 'genres: Fantasy', 'genres: Comedy'}",1996-09-06
The Incredible Burt Wonderstone,"actor: Alan Arkin, actor: Augie Isaac, actor: Brad Garrett, actor: David Copperfield, actor: Fiona Hale, actor: Gillian Jacobs, actor: James Gandolfini, actor: Jay Mohr, actor: Jim Carrey, actor: Leni Ito, actor: Michael Herbig, actor: Olivia Wilde, actor: Rusty Meyers, actor: Steve Buscemi, actor: Steve Carell, director: Don Scardino, director: Matthew Clark, writer: Chad Kultgen, writer: John Francis Daley",{'genres: Comedy'},2013-03-14
Cats Don't Dance,"actor: Ashley Peldon, actor: Jasmine Guy, actor: Lindsay Ridgeway, actor: Natalie Cole, actor: Scott Bakula, director: Mark Dindal, writer: Brian McEntee, writer: David Womersley, writer: Kelvin Yasuda, writer: Mark Dindal, writer: Robert Lence","{'genres: Family', 'genres: Animation', 'genres: Music', 'genres: Comedy'}",1997-03-26
Cradle Will Rock,"actor: Adele Robbins, actor: Angus Macfadyen, actor: Audra McDonald, actor: Bill Murray, actor: Bob Balaban, actor: Cary Elwes, actor: Cherry Jones, actor: Emily Watson, actor: Hank Azaria, actor: Jack Black, actor: Jamey Sheridan, actor: Joan Cusack, actor: John Cusack, actor: John Turturro, actor: Kyle Gass, actor: Paul Giamatti, actor: Philip Baker Hall, actor: Rubén Blades, actor: Susan Sarandon, actor: Vanessa Redgrave, composer: David Robbins, director: Jean-Yves Escoffier, director: Tim Robbins, writer: Tim Robbins",{'genres: Drama'},1999-12-10
The Good German,"actor: Beau Bridges, actor: Cate Blanchett, actor: Christian Oliver, actor: Dave Power, actor: Dominic Comperatore, actor: Don Pugsley, actor: George Clooney, actor: Gian Franco Tordi, actor: Jack Thompson, actor: John Roeder, actor: Leland Orser, actor: Ravil Isyanov, actor: Robin Weigert, actor: Tobey Maguire, actor: Tony Curran, director: Steven Soderbergh","{'genres: Mystery', 'genres: Thriller', 'genres: Romance', 'genres: War', 'genres: Crime', 'genres: Drama'}",2006-12-08
George and the Dragon,"actor: Bill Treacher, actor: Carl Chase, actor: Caroline Carver, actor: James Purefoy, actor: Jean-Pierre Castaldi, actor: Joan Plowright, actor: Michael Clarke Duncan, actor: Patrick Swayze, actor: Paul Freeman, actor: Phil McKee, actor: Piper Perabo, actor: Rollo Weeks, actor: Simon Callow, actor: Stefan Jürgens, actor: Stefan Weinert, actor: Val Kilmer, composer: Gast Waltzing, director: Joost van Starrenburg, director: Tom Reeve",{'genres: Adventure'},2004-03-28
Apocalypse Now,"actor: Albert Hall, actor: Aurore Clément, actor: Bill Graham, actor: Charles Robinson, actor: Charlie Sheen, actor: Colleen Camp, actor: Cynthia Wood, actor: Damien Leake, actor: Dennis Hopper, actor: Don Gordon Bell, actor: Evan A. Lottman, actor: Francis Ford Coppola, actor: Frederic Forrest, actor: G. D. Spradlin, actor: Glenn Walken, actor: Harrison Ford, actor: Henry Strzalkowski, actor: Jack Thibeau, actor: James Keane, actor: Jerry Ross, actor: Jerry Ziesmer, actor: Jim Gaines, actor: Kerry Rossall, actor: Laurence Fishburne, actor: Linda Carpenter, actor: Lonnie Woodley, actor: Marc Coppola, actor: Marlon Brando, actor: Martin Sheen, actor: Nick Nicholson, actor: R. Lee Ermey, actor: Robert Duvall, actor: Sam Bottoms, actor: Scott Glenn, actor: Tom Mason, actor: Vittorio Storaro, composer: Carmine Coppola, director: Francis Ford Coppola, director: James J. Murakami, director: Jerry Ziesmer, director: Larry J. Franco, director: Tony Brandt, director: Vittorio Storaro, writer: Michael Herr","{'genres: War', 'genres: Drama'}",1979-08-15
Going the Distance,"actor: Carole Davis, actor: Charlie Day, actor: Charlie Hewson, actor: Christina Applegate, actor: Drew Barrymore, actor: Graham Davie, actor: Happy Anderson, actor: Jason Sudeikis, actor: Jim Gaffigan, actor: June Diane Raphael, actor: Justin Long, actor: Kelli Garner, actor: Kristen Schaal, actor: Leighton Meester, actor: Loretta Fox, actor: Matt Servitto, actor: Mick Hazen, actor: Mike Birbiglia, actor: Natalie Morales, actor: Oliver Jackson-Cohen, actor: Rob Riggle, actor: Ron Livingston, actor: Sarah Burns, actor: Taylor Schwencke, actor: Terry Beaver, actor: Zach Page, composer: Mychael Danna, director: Eric Steelberg, director: Nanette Burstein, writer: Geoff LaTulippe","{'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2010-09-01
Mr. Holland's Opus,"actor: Alexandra Boyd, actor: Alicia Witt, actor: Anthony Natale, actor: Beth Maitland, actor: Damon Whitaker, actor: Glenne Headly, actor: Jay Thomas, actor: Jean Louisa Kelly, actor: Joanna Gleason, actor: Joseph Anderson, actor: Joshua Minnick, actor: Nicholas John Renner, actor: Olympia Dukakis, actor: Richard Dreyfuss, actor: Terrence Howard, actor: William H. Macy, composer: Michael Kamen, director: Jeffrey Wetzel, director: Oliver Wood, director: Stephen Herek","{'genres: Family', 'genres: Music', 'genres: Drama'}",1995-12-29
Criminal,"actor: Alice Eve, actor: Amaury Nolasco, actor: Amina Zia, actor: Anastasia Harrold, actor: Andrew Byron, actor: Antje Traue, actor: Colin Salmon, actor: Daniel Westwood, actor: Danny Webb, actor: David Avery, actor: Diana Dimitrovici, actor: Doug Cockle, actor: Dragos Savulescu, actor: Elizabeth Ross, actor: Emmanuel Imani, actor: Freddy Bosche, actor: Gal Gadot, actor: Gary Oldman, actor: Gisella Marengo, actor: Harry Hepple, actor: Henry Garrett, actor: Ian Burfield, actor: James Richard Marshall, actor: Jamie Ben Chambers, actor: Joanna Brookes, actor: Joe Fidler, actor: Jordi Mollà, actor: Joshua James, actor: Katharine Gwen, actor: Kelly Clare, actor: Kevin Costner, actor: Lara Decaro, actor: Lotte Spring Rice, actor: Louis Tamone, actor: Luca Giorgio Maggiora, actor: Mark Kempner, actor: Mark Smith, actor: Mark Underwood, actor: Matthew Steer, actor: Michael Bodie, actor: Michael Chapman, actor: Michael Pitt, actor: Michael Webber, actor: Natalie Burn, actor: Natalie Marie Ames, actor: Nathan Osgood, actor: Piers Morgan, actor: Priyanga Burford, actor: Richard Reid, actor: Rio Fredrika Debolla, actor: Ryan Reynolds, actor: Samantha Coughlan, actor: Samuel Turner O'Toole, actor: Sarah Middleton, actor: Scott Adkins, actor: Sope Dirisu, actor: Sophie Ross, actor: Steve Nicolson, actor: Steven Brand, actor: Tamer Doghem, actor: Tim Woodward, actor: Tommy Lee Jones, composer: Brian Tyler, director: Ariel Vromen, director: Dana Gonzales, director: Grant Armstrong, writer: David Weisberg, writer: Douglas Cook",{'genres: Action'},2016-04-14
Out of Africa,"actor: Graham Crowden, actor: Iman, actor: Job Seda, actor: Joseph Thiaka, actor: Klaus Maria Brandauer, actor: Leslie Phillips, actor: Malick Bowens, actor: Meryl Streep, actor: Michael Gough, actor: Michael Kitchen, actor: Mike Bugara, actor: Mohammed Umar, actor: Rachel Kempson, actor: Robert Redford, actor: Shane Rimmer, actor: Stephen Kinyanjui, actor: Suzanna Hamilton, composer: John Barry, director: David Watkin, director: Sydney Pollack",{'genres: Drama'},1985-12-20
Flight,"actor: Brian Geraghty, actor: Bruce Greenwood, actor: Carter Cabassa, actor: Dane Davenport, actor: Denzel Washington, actor: Don Cheadle, actor: Garcelle Beauvais, actor: James Badge Dale, actor: John Crow, actor: John Goodman, actor: Justin Martin, actor: Kelly Reilly, actor: Melissa Leo, actor: Nadine Velazquez, actor: Peter Gerety, actor: Piers Morgan, actor: Sharon Blackwood, actor: Tamara Tunie, composer: Alan Silvestri, director: Don Burgess, director: Jonathan Carlos, director: Robert Zemeckis",{'genres: Drama'},2012-11-02
Moonraker,"actor: Alfie Bass, actor: Arthur Howard, actor: Bernard Lee, actor: Blanche Ravalec, actor: Corinne Cléry, actor: Desmond Llewelyn, actor: Douglas Lambert, actor: Emily Bolton, actor: Geoffrey Keen, actor: Irka Bochenko, actor: Leila Shenna, actor: Lois Chiles, actor: Lois Maxwell, actor: Michael Lonsdale, actor: Mike Marshall, actor: Richard Kiel, actor: Roger Moore, actor: Toshirô Suga, actor: Walter Gotell, composer: John Barry, director: Barbara Broccoli, director: Jean Tournier, director: Lewis Gilbert","{'genres: Thriller', 'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",1979-06-26
The Grand Budapest Hotel,"actor: Adrien Brody, actor: Alfred Hänel, actor: Arwin Lobedann, actor: Ben Howard, actor: Bernhard Kremser, actor: Bill Murray, actor: Birgit Müller, actor: Bob Balaban, actor: Bohumil Váchal, actor: Carl Sprague, actor: Claudia Jung, actor: Daniel Steiner, actor: Dar Ronge, actor: Darin Damjanow, actor: David Adamik, actor: David Cioffi, actor: Dirk Bossmann, actor: Ed Munro, actor: Edward Norton, actor: Enrico Hoffmann, actor: F. Murray Abraham, actor: Fisher Stevens, actor: Florian Lukas, actor: Francesco Zippel, actor: Frank Jacob, actor: Gabriel Rush, actor: Georg Rittmannsperger, actor: Georg Tryphon, actor: Gerald Sullivan, actor: Gisela Bech, actor: Giselda Volodi, actor: Golo Euler, actor: Gyula Lukács, actor: Hannes Wegener, actor: Hans Martin Stier, actor: Harvey Keitel, actor: Heike Hanold-Lynch, actor: Heinz-Werner Jeschkowski, actor: Hendrik von Bültzingslöwen, actor: Jason Schwartzman, actor: Jeff Goldblum, actor: Jella Niemann, actor: Jeno Orosz, actor: John Peet, actor: Jude Law, actor: Jutta Westphal, actor: Jürgen Schwämmle, actor: Karl Markovics, actor: Kunichi Nomura, actor: Larry Pine, actor: Lennart Meyer, actor: Lisa Kreuzer, actor: Lucas Hedges, actor: Léa Seydoux, actor: Manfred Lindner, actor: Manpreet Gerlach, actor: Marcel Mazur, actor: Marie Goyette, actor: Marko Dyrlich, actor: Mathieu Amalric, actor: Matthias Holfert, actor: Matthias Matschke, actor: Michael Benthin, actor: Michaela Caspar, actor: Milton Welsh, actor: Monika Krüger, actor: Moritz Hepper, actor: Neal Huff, actor: Oliver Claridge, actor: Oliver Hazell, actor: Owen Wilson, actor: Paul Schlase, actor: Philipp Sonntag, actor: Piet Paes, actor: Rainer Reiners, actor: Ralph Fiennes, actor: Reinhold Hegelow, actor: Renate Klein, actor: Robert Bienas, actor: Robin Hurlstone, actor: Roman Berger, actor: Roy Macready, actor: Sabine Euler, actor: Sabine Urig, actor: Saoirse Ronan, actor: Sister Anna Rademacher, actor: Steffen Nixdorf, actor: Steffen Scheumann, actor: Tilda Swinton, actor: Tom Wilkinson, actor: Tony Revolori, actor: Ursula Kuhnt, actor: Uwe Holoubek, actor: Volker Michalowski, actor: Wallace Wolodarsky, actor: Waris Ahluwalia, actor: Willem Dafoe, actor: Wolfgang Ceczor, actor: Wolfram Nielacny, composer: Alexandre Desplat, director: Ben Howard, director: Josh Robertson, director: Robert D. Yeoman, director: Wes Anderson","{'genres: Drama', 'genres: Comedy'}",2014-02-26
Hearts in Atlantis,"actor: Adam LeFevre, actor: Alan Tudyk, actor: Anthony Hopkins, actor: Anton Yelchin, actor: Brett Fleisher, actor: Celia Weston, actor: David Morse, actor: Deirdre O'Connell, actor: Hope Davis, actor: Mika Boorem, actor: Terry Beaver, actor: Timothy Reifsnyder, actor: Tom Bower, actor: Will Rothhaar, composer: Mychael Danna, director: Piotr Sobocinski, director: Scott Hicks, writer: Stephen King","{'genres: Mystery', 'genres: Drama'}",2001-09-07
Arachnophobia,"actor: Brandy Norwood, actor: Brian McNamara, actor: Chance Boyer, actor: Cori Wellins, actor: Fiona Walsh, actor: Frances Bay, actor: Garette Ratliff Henson, actor: Harley Jane Kozak, actor: Henry Jones, actor: James Handy, actor: Jane Marla Robbins, actor: Jay Scorpio, actor: Jeff Daniels, actor: John Goodman, actor: Juan Fernández, actor: Julian Sands, actor: Kathy Kinney, actor: Lois de Banzie, actor: Mai-Lis Kuniholm, actor: Mark L. Taylor, actor: Marlene Katz, actor: Mary Carver, actor: Michael Steve Jones, actor: Nathaniel Spitzley, actor: Peter Jason, actor: Robert 'Bobby Z' Zajonc, actor: Robert Frank Telfer, actor: Roy Brocksmith, actor: Stuart Pankin, actor: Terese Del Piero, actor: Theo Schwartz, actor: Warren Rice, composer: Trevor Jones, director: Frank Marshall, director: Mikael Salomon","{'genres: Horror', 'genres: Comedy'}",1990-08-09
